index,证券代码,open,close,high,high_limit,成交额_亿,auction_pct,prev_limit_up,next_open,次日收益率_pct
2026-04-24,002466.XSHE,67.9,73.7,74.77,74.77,96.68,-0.1029866117404632,0,73.5,-0.27137042062415073
2026-04-24,603336.XSHG,10.9,11.28,11.91,11.91,6.4,0.6463527239150446,0,11.3,0.17730496453902678
2026-04-24,002242.XSHE,11.53,11.22,12.38,12.38,8.93,2.3978685612788597,1,11.32,0.8912655971479388
2026-04-24,002980.XSHE,78.39,82.29,83.49,83.49,21.03,3.280632411067197,0,79.68,-3.171709806780898
2026-04-24,002377.XSHE,3.38,3.26,3.53,3.53,3.53,5.295950155763229,0,3.18,-2.4539877300613355
2026-04-24,603079.XSHG,16.5,17.16,18.25,18.25,1.66,-0.5424954792043413,0,16.99,-0.9906759906760043
2026-04-24,603813.XSHG,34.98,33.32,34.98,34.98,0.87,5.013509456619625,1,33.0,-0.9603841536614643
2026-04-24,002253.XSHE,11.02,11.62,11.64,11.64,0.94,-0.6311992786294018,0,11.84,1.8932874354561147
2026-04-24,000912.XSHE,5.0,5.26,5.43,5.43,9.02,1.2145748987854255,0,5.26,0.0
2026-04-24,600791.XSHG,12.29,13.18,13.52,13.52,7.28,0.0,0,13.1,-0.6069802731411222
2026-04-24,603828.XSHG,5.22,5.05,5.49,5.49,0.7,-0.19120458891014325,0,4.8,-4.950495049504955
2026-04-24,600783.XSHG,21.88,22.64,23.85,23.85,15.38,0.9225092250922495,0,22.53,-0.4858657243816178
2026-04-24,000793.XSHE,2.8,2.93,2.94,2.94,1.87,0.0,0,2.94,0.3412969283276279
2026-04-24,001389.XSHE,171.83,170.6,185.22,185.22,31.2,2.0489369283763104,0,174.86,2.4970691676436285
2026-04-24,000593.XSHE,19.64,21.03,21.6,21.6,10.35,0.0,1,21.8,3.661436043747024
2026-04-24,600379.XSHG,12.06,12.87,13.41,13.41,4.14,-1.066447908121404,0,12.62,-1.9425019425019396
2026-04-24,600736.XSHG,9.2,8.5,9.21,9.21,29.19,9.916367980884111,1,8.14,-4.235294117647048
2026-04-24,605299.XSHG,19.56,20.74,21.6,21.6,12.55,-0.40733197556008793,0,20.71,-0.14464802314366754
2026-04-24,600227.XSHG,3.58,3.96,4.05,4.05,14.08,-2.717391304347827,0,3.88,-2.020202020202022
2026-04-24,000488.XSHE,2.7,2.76,2.81,2.81,1.25,0.746268656716409,1,2.7,-2.1739130434782483
2026-04-24,600433.XSHG,4.31,4.0,4.31,4.31,7.29,9.948979591836737,0,4.06,1.4999999999999902
2026-04-24,600429.XSHG,5.57,6.01,6.22,6.22,2.76,-1.415929203539823,0,6.01,0.0
2026-04-27,002587.XSHE,6.45,6.59,6.81,6.81,4.1,4.0322580645161255,0,6.72,1.9726858877086473
2026-04-27,600537.XSHG,4.09,3.55,4.09,4.09,9.85,9.946236559139777,1,3.55,0.0
2026-04-27,688037.XSHG,182.0,212.0,215.94,215.94,33.5,1.1392053348152409,0,206.0,-2.8301886792452824
2026-04-27,600330.XSHG,27.6,27.42,28.48,28.48,72.29,6.604866743916582,0,27.01,-1.4952589350838763
2026-04-27,603682.XSHG,7.24,7.85,8.09,8.09,3.3,-1.4965986394557707,0,7.81,-0.5095541401273884
2026-04-27,688020.XSHG,132.0,138.72,143.16,143.16,15.44,10.645431684828166,0,142.09,2.429354094579006
2026-04-27,002970.XSHE,63.67,68.24,69.96,69.96,10.51,0.11006289308175266,0,70.17,2.8282532239156
2026-04-27,603680.XSHG,14.6,14.51,15.43,15.43,3.77,4.062722736992153,1,14.25,-1.791867677463821
2026-04-27,002442.XSHE,5.84,6.2,6.42,6.42,2.35,0.0,0,6.18,-0.3225806451612967
2026-04-27,300467.XSHE,31.31,36.95,37.63,37.63,8.04,-0.15943877551020114,0,37.37,1.1366711772665683
2026-04-27,003026.XSHE,27.03,28.29,29.73,29.73,5.93,0.0,0,28.06,-0.8130081300813052
2026-04-27,002253.XSHE,11.84,12.19,12.2,12.2,1.27,1.8932874354561147,1,11.99,-1.6406890894175463
2026-04-27,600522.XSHG,34.29,35.78,36.53,36.53,122.23,3.2520325203251987,0,35.78,0.0
2026-04-27,600082.XSHG,3.03,3.15,3.18,3.18,1.01,0.0,0,3.11,-1.2698412698412764
2026-04-27,002199.XSHE,10.16,10.16,10.24,10.24,0.7,4.205128205128217,0,10.49,3.2480314960629864
2026-04-27,002713.XSHE,12.86,13.45,13.64,13.64,3.24,-1.000769822940728,0,12.78,-4.981412639405203
2026-04-27,002475.XSHE,67.98,71.97,72.6,72.6,233.72,3.0000000000000027,0,71.02,-1.3199944421286691
2026-04-27,000782.XSHE,6.22,6.78,6.82,6.82,5.2,0.3225806451612856,0,6.72,-0.8849557522124019
2026-04-27,600243.XSHG,3.33,3.64,3.69,3.69,1.08,-5.128205128205121,0,3.82,4.9450549450549275
2026-04-27,301031.XSHE,104.54,108.93,115.58,115.58,14.32,8.534053156146193,0,107.9,-0.9455613696869536
2026-04-27,600770.XSHG,7.53,6.96,7.67,7.67,19.75,8.034433285509323,1,6.71,-3.5919540229885083
2026-04-27,603136.XSHG,10.36,11.12,11.41,11.41,1.46,-0.09643201542911539,0,10.91,-1.8884892086330818
2026-04-27,000626.XSHE,8.73,8.95,9.39,9.39,3.52,2.2248243559719105,0,8.92,-0.3351955307262511
2026-04-27,603109.XSHG,23.58,24.66,25.87,25.87,4.43,0.25510204081631294,0,24.17,-1.9870235198702235
2026-04-27,002789.XSHE,12.32,13.1,13.24,13.24,0.53,-2.2997620935765184,0,12.5,-4.580152671755721
2026-04-27,002076.XSHE,2.2,2.29,2.3,2.3,0.98,0.4566210045662267,0,2.32,1.3100436681222627
2026-04-27,002808.XSHE,3.3,3.3,3.64,3.64,0.93,-4.899135446685888,0,3.14,-4.848484848484835
2026-04-27,002425.XSHE,3.46,3.43,3.51,3.51,2.3,8.463949843260199,0,3.39,-1.1661807580174988
2026-04-27,002856.XSHE,12.06,13.12,13.73,13.73,2.08,-3.3653846153846145,0,13.16,0.3048780487804992
2026-04-27,002045.XSHE,10.85,11.75,12.09,12.09,5.72,-1.273885350318471,0,11.44,-2.638297872340434
2026-04-27,601636.XSHG,6.35,6.73,6.95,6.95,12.63,0.4746835443037778,0,6.69,-0.5943536404160454
2026-04-27,688106.XSHG,38.05,38.12,42.97,42.97,34.97,6.255235967606798,0,40.65,6.636935991605464
2026-04-28,002636.XSHE,44.89,46.17,48.39,48.39,37.51,2.045919527165263,0,45.24,-2.0142949967511314
2026-04-28,000669.XSHE,4.16,4.34,4.36,4.36,1.0,0.24096385542167198,0,4.3,-0.9216589861751112
2026-04-28,301217.XSHE,53.99,59.15,61.57,61.57,38.12,5.223153381407131,0,57.97,-1.9949281487742998
2026-04-28,603353.XSHG,37.33,39.76,41.06,41.06,5.97,0.0,0,38.92,-2.1126760563380143
2026-04-28,603389.XSHG,54.07,56.31,56.87,56.87,1.4,-0.16617429837517683,0,55.3,-1.7936423370626953
2026-04-28,002377.XSHE,3.41,3.65,3.73,3.73,4.19,0.5899705014749346,0,3.72,1.9178082191780854
2026-04-28,603127.XSHG,37.79,39.95,40.95,40.95,23.86,1.5041633091592788,0,39.1,-2.127659574468088
2026-04-28,603559.XSHG,6.95,7.28,7.47,7.47,0.51,-2.250351617440227,0,7.35,0.9615384615384581
2026-04-28,002227.XSHE,8.64,8.7,8.77,8.77,1.72,3.473053892215572,1,8.65,-0.5747126436781436
2026-04-28,600396.XSHG,10.13,10.8,11.13,11.13,47.48,0.09881422924902239,1,10.1,-6.481481481481488
2026-04-28,600119.XSHG,6.14,6.02,6.38,6.38,1.98,0.9868421052631415,1,5.84,-2.9900332225913595
2026-04-28,002058.XSHE,26.3,26.0,26.32,26.32,1.56,4.906262465097733,1,26.02,0.07692307692308553
2026-04-28,002217.XSHE,3.26,2.98,3.26,3.26,48.69,10.135135135135132,1,2.94,-1.342281879194629
2026-04-28,605336.XSHG,17.36,17.17,17.36,17.36,1.86,5.021173623714459,1,17.08,-0.5241700640652547
2026-04-28,000820.XSHE,3.74,3.69,3.74,3.74,0.63,5.0561797752809,1,3.87,4.878048780487809
2026-04-28,002693.XSHE,8.78,9.06,9.23,9.23,1.77,-0.11376564277587597,0,8.61,-4.966887417218557
2026-04-28,603110.XSHG,20.87,21.11,21.63,21.63,12.06,6.154628687690744,1,19.92,-5.637138796778762
2026-04-28,002193.XSHE,6.67,6.51,7.19,7.19,2.19,1.987767584097866,0,6.31,-3.0721966205837226
2026-04-28,001267.XSHE,50.97,51.75,54.19,54.19,47.3,3.4503754820377486,0,50.47,-2.47342995169082
2026-04-28,002191.XSHE,3.63,3.77,3.93,3.93,2.98,1.680672268907557,0,3.71,-1.5915119363395291
2026-04-28,001339.XSHE,83.73,88.0,90.92,90.92,20.89,1.306715063520869,0,86.61,-1.5795454545454501
2026-04-28,000753.XSHE,6.31,6.76,7.0,7.0,4.4,-0.7861635220125951,0,6.55,-3.106508875739644
2026-04-29,000709.XSHE,2.39,2.43,2.49,2.49,10.67,5.752212389380551,0,2.37,-2.4691358024691357
2026-04-29,000711.XSHE,4.7,4.78,4.82,4.82,7.3,2.3965141612200425,1,4.66,-2.5104602510460317
2026-04-29,000600.XSHE,9.19,9.6,9.91,9.91,8.27,1.9977802441731418,0,9.54,-0.6250000000000089
2026-04-29,002542.XSHE,1.76,1.8,1.87,1.87,1.56,-1.1235955056179803,0,1.78,-1.1111111111111072
2026-04-29,002157.XSHE,3.14,3.3,3.42,3.42,19.71,0.9646302250803984,0,3.27,-0.9090909090909038
2026-04-29,603557.XSHG,4.28,4.26,4.28,4.28,1.16,4.90196078431373,1,4.26,0.0
2026-04-29,300390.XSHE,92.0,110.5,111.59,111.59,98.77,-1.0646306054414412,0,109.32,-1.0678733031674215
2026-04-29,002037.XSHE,8.33,8.66,8.91,8.91,2.35,2.839506172839501,0,8.84,2.0785219399538146
2026-04-29,605069.XSHG,14.07,14.47,15.69,15.69,3.63,-1.33239831697054,0,14.41,-0.414651002073263
2026-04-29,603275.XSHG,45.0,48.64,49.08,49.08,4.22,0.8516360376512822,0,48.92,0.5756578947368363
2026-04-29,000925.XSHE,9.67,9.76,10.74,10.74,23.64,-0.9221311475409832,0,9.85,0.9221311475409832
2026-04-29,002948.XSHE,6.03,6.05,6.22,6.22,7.42,6.725663716814156,0,6.08,0.49586776859504855
2026-04-29,002259.XSHE,5.08,5.44,5.6,5.6,4.73,-0.19646365422396617,0,5.46,0.3676470588235281
2026-04-29,002569.XSHE,14.71,14.2,14.71,14.71,1.41,4.996431120628131,1,14.5,2.1126760563380254
2026-04-29,001896.XSHE,15.3,16.93,17.3,17.3,39.51,-2.7336300063572794,0,16.2,-4.311872415829887
2026-04-29,600238.XSHG,5.76,5.5,5.76,5.76,1.31,4.918032786885229,1,5.78,5.0909090909091015
2026-04-29,603118.XSHG,13.8,14.65,15.38,15.38,14.55,-1.2875536480686622,0,14.6,-0.34129692832765013
2026-04-29,002780.XSHE,16.57,16.29,16.64,16.64,3.69,9.517514871116983,0,16.23,-0.36832412523019054
2026-04-29,603329.XSHG,11.18,11.23,11.56,11.56,2.44,6.374881065651761,0,11.03,-1.7809439002671512
2026-04-29,600265.XSHG,23.79,22.05,23.79,23.79,0.97,4.986760812003532,1,21.49,-2.539682539682553
2026-04-29,603306.XSHG,90.0,100.93,101.45,101.45,23.71,-2.417868372546894,0,101.69,0.7529971267214774
2026-04-29,000599.XSHE,5.53,5.76,5.94,5.94,3.05,2.4074074074074137,0,5.92,2.77777777777779
2026-04-29,601208.XSHG,35.59,38.66,39.15,39.15,51.33,0.0,0,39.0,0.8794619762028111
2026-04-29,002309.XSHE,4.26,4.51,4.76,4.76,24.66,-1.616628175519641,0,4.47,-0.8869179600886956
2026-04-29,600455.XSHG,26.61,27.58,28.36,28.36,2.11,3.2195500387897535,0,27.9,1.16026105873821
2026-04-29,000908.XSHE,7.75,7.37,7.83,7.83,2.51,3.887399463806962,1,7.26,-1.4925373134328401
2026-04-29,000890.XSHE,16.26,17.2,17.49,17.49,15.02,2.264150943396226,0,16.5,-4.069767441860462
2026-04-29,003026.XSHE,31.8,32.59,34.24,34.24,13.68,2.185089974293053,1,32.44,-0.4602638846271989
2026-04-29,600525.XSHG,5.41,5.31,5.43,5.43,1.58,4.642166344294019,0,5.25,-1.1299435028248483
2026-04-29,688515.XSHG,129.15,152.18,156.18,156.18,12.76,-0.76834421820976,0,152.0,-0.11828098304639267
2026-04-30,000820.XSHE,4.06,3.75,4.06,4.06,1.16,4.909560723514206,1,3.75,0.0
2026-04-30,002360.XSHE,6.0,6.22,6.28,6.28,2.59,0.33444816053511683,0,6.29,1.12540192926045
2026-04-30,603333.XSHG,8.5,8.44,8.82,8.82,3.74,5.985037406483795,0,8.44,0.0
2026-04-30,603316.XSHG,18.04,15.59,18.04,18.04,9.24,10.000000000000009,0,16.27,4.361770365618978
2026-04-30,600735.XSHG,8.18,7.4,8.18,8.18,5.33,5.006418485237485,1,7.1,-4.054054054054069
2026-04-30,000042.XSHE,9.19,9.63,9.76,9.76,3.49,3.6076662908681056,0,9.78,1.5576323987538832
2026-04-30,600906.XSHG,6.24,6.42,6.68,6.68,6.68,2.8006589785831926,0,6.41,-0.15576323987538387
2026-04-30,002025.XSHE,68.7,73.19,74.44,74.44,30.7,1.5220925077582326,0,75.0,2.473015439267656
2026-04-30,600816.XSHG,2.78,2.94,3.04,3.04,9.21,0.7246376811594235,0,2.93,-0.340136054421758
2026-04-30,600606.XSHG,1.47,1.57,1.62,1.62,6.17,0.0,1,1.54,-1.9108280254777066
2026-04-30,600156.XSHG,11.81,10.79,12.28,12.28,11.11,5.824372759856633,1,11.01,2.038924930491204
2026-04-30,603629.XSHG,142.32,144.41,144.42,144.42,63.52,8.401249143118283,1,149.95,3.836299425247547
2026-04-30,600238.XSHG,5.78,5.64,5.78,5.78,1.4,5.0909090909091015,0,5.44,-3.5460992907801248
2026-04-30,605389.XSHG,81.37,89.63,89.76,89.76,5.01,-0.2818627450980271,0,91.91,2.54379114135892
2026-04-30,002199.XSHE,10.5,10.56,10.74,10.74,1.31,2.639296187683282,1,10.71,1.4204545454545414
2026-04-30,603153.XSHG,16.3,17.43,18.03,18.03,1.7,-0.5491153142159866,0,17.01,-2.409638554216853
2026-04-30,688655.XSHG,39.2,45.53,46.07,46.07,11.0,2.109924459494672,0,45.0,-1.164067647704814
2026-04-30,002528.XSHE,4.4,4.81,4.84,4.84,1.87,-4.555314533622557,1,4.76,-1.039501039501034
2026-04-30,600683.XSHG,14.0,14.5,15.08,15.08,6.34,2.1152443471918136,0,15.23,5.034482758620684
2026-04-30,600119.XSHG,5.92,6.15,6.22,6.22,0.88,0.0,0,6.08,-1.1382113821138296
2026-04-30,003026.XSHE,32.44,34.36,35.85,35.85,12.86,-0.4602638846271989,0,34.39,0.08731082654249711
2026-04-30,002281.XSHE,135.52,144.28,146.16,146.16,113.27,1.994430646496581,0,147.16,1.9961186581646695
2026-04-30,600330.XSHG,25.79,27.89,28.23,28.23,79.86,0.506625097427893,0,27.1,-2.832556471853709
2026-05-06,000838.XSHE,2.05,1.94,2.05,2.05,1.69,5.128205128205132,1,1.92,-1.0309278350515427
2026-05-06,002392.XSHE,9.22,9.92,10.13,10.13,9.08,0.10857763300760048,0,9.76,-1.6129032258064502
2026-05-06,002400.XSHE,9.36,9.64,9.86,9.86,25.91,4.464285714285698,0,9.7,0.6224066390041472
2026-05-06,301666.XSHE,351.11,379.0,381.6,381.6,33.52,10.411949685534605,0,380.6,0.4221635883905117
2026-05-06,603959.XSHG,4.32,4.7,4.78,4.78,4.12,-5.054945054945048,0,4.65,-1.0638297872340385
2026-05-06,603050.XSHG,22.0,23.43,23.68,23.68,5.28,2.1830004644681766,0,23.47,0.17072129748185727
2026-05-06,002759.XSHE,38.61,41.31,41.9,41.9,42.65,1.3651877133105783,0,40.5,-1.9607843137254943
2026-05-06,000039.XSHE,12.5,13.36,13.63,13.63,15.67,0.8878127522195189,0,13.37,0.07485029940119681
2026-05-06,002757.XSHE,23.45,25.12,25.29,25.29,16.74,2.000869943453676,0,25.44,1.273885350318471
2026-05-06,300209.XSHE,18.0,20.9,20.96,20.96,27.89,3.033772180881522,0,21.19,1.3875598086124485
2026-05-06,688041.XSHG,322.1,344.41,355.5,355.5,212.4,8.725738396624472,0,342.69,-0.4994047791876066
2026-05-06,603296.XSHG,106.23,109.8,113.97,113.97,27.17,2.5287134446482007,0,111.0,1.0928961748633892
2026-05-06,000766.XSHE,26.84,25.4,27.14,27.14,15.15,8.79610863396838,0,25.4,0.0
2026-05-06,002436.XSHE,29.63,29.45,30.46,30.46,63.21,7.006139400505584,0,29.57,0.4074702886248005
2026-05-06,600703.XSHG,14.06,14.68,15.04,15.04,48.4,2.8529626920263285,0,14.68,0.0
2026-05-06,300571.XSHE,49.93,51.52,53.22,53.22,19.68,12.58173618940248,0,51.56,0.07763975155279379
2026-05-06,600539.XSHG,17.37,18.72,19.32,19.32,6.68,-1.0820045558086466,0,19.29,3.0448717948718063
2026-05-06,300745.XSHE,36.91,39.49,40.39,40.39,9.21,9.65537730243613,0,39.19,-0.7596859964548064
2026-05-06,600736.XSHG,8.31,8.77,8.97,8.97,18.15,1.9631901840490906,0,8.79,0.22805017103761926
2026-05-06,002631.XSHE,7.8,8.59,8.68,8.68,5.88,-1.1406844106463865,0,8.82,2.677532013969741
2026-05-06,002630.XSHE,1.89,2.04,2.09,2.09,1.63,-5.025125628140703,0,1.98,-2.941176470588236
2026-05-06,000811.XSHE,25.45,27.04,27.45,27.45,14.62,2.004008016032066,0,27.02,-0.07396449704142327
2026-05-06,601126.XSHG,56.45,59.28,61.08,61.08,25.9,1.6750720461095048,0,60.46,1.9905533063427905
2026-05-06,603019.XSHG,95.59,99.37,101.82,101.82,134.22,3.273552290406223,0,99.37,0.0
2026-05-06,002348.XSHE,11.13,11.85,12.24,12.24,5.77,0.0,0,12.08,1.940928270042197
2026-05-06,001257.XSHE,22.59,24.71,24.77,24.77,9.63,0.3108348134991168,0,24.75,0.16187778227438887
2026-05-06,001270.XSHE,144.8,145.4,147.16,147.16,12.22,3.317873706742769,1,145.8,0.27510316368639653
2026-05-06,001330.XSHE,8.35,8.67,9.1,9.1,17.99,0.96735187424426,0,8.71,0.46136101499423265
2026-05-06,603929.XSHG,190.22,200.06,205.34,205.34,15.82,1.9017517544329676,0,205.01,2.474257722683193
2026-05-06,002135.XSHE,8.64,9.07,9.35,9.35,10.59,1.6470588235294237,0,9.3,2.535832414553485
2026-05-06,002104.XSHE,14.4,15.2,15.65,15.65,13.63,1.194659170765977,0,15.2,0.0
2026-05-06,600800.XSHG,4.58,4.91,5.05,5.05,5.43,-0.2178649237472685,0,4.95,0.8146639511201537
2026-05-06,002353.XSHE,143.43,149.35,150.0,150.0,36.87,5.177091735719008,0,149.27,-0.05356545028455395
2026-05-06,002975.XSHE,88.57,92.78,93.52,93.52,14.06,4.187742618515444,0,92.44,-0.3664582884242318
2026-05-06,603601.XSHG,15.99,16.72,17.43,17.43,50.35,0.9469696969697017,0,16.98,1.5550239234449759
2026-05-06,603538.XSHG,64.65,68.5,68.71,68.71,37.69,3.506243996157554,0,69.0,0.7299270072992803
2026-05-06,600487.XSHG,67.5,71.8,72.27,72.27,135.41,2.739726027397249,0,74.55,3.830083565459619
2026-05-06,002046.XSHE,52.73,55.89,57.43,57.43,13.87,0.9959777820340854,0,55.89,0.0
2026-05-07,603721.XSHG,24.52,25.02,26.04,26.04,1.36,-1.1290322580645218,0,25.05,0.11990407673860837
2026-05-07,601199.XSHG,5.65,6.09,6.19,6.19,3.48,0.355239786856143,0,6.03,-0.9852216748768461
2026-05-07,603559.XSHG,8.39,8.36,8.42,8.42,1.34,4.613466334164595,1,8.46,1.1961722488038395
2026-05-07,600208.XSHG,4.64,5.1,5.12,5.12,29.13,-0.21505376344087557,0,5.0,-1.9607843137254832
2026-05-07,000420.XSHE,5.37,5.58,5.87,5.87,13.71,0.5617977528090012,0,5.52,-1.0752688172043112
2026-05-07,002484.XSHE,40.54,43.83,44.3,44.3,21.83,0.670474298485213,0,43.63,-0.4563084645220039
2026-05-07,603936.XSHG,18.76,17.99,18.76,18.76,19.56,10.029325513196486,1,17.96,-0.16675931072817063
2026-05-07,600969.XSHG,9.96,10.79,10.91,10.91,4.08,0.40322580645162365,0,10.66,-1.2048192771084265
2026-05-07,603937.XSHG,17.21,17.16,18.46,18.46,7.96,2.5625744934445693,1,16.94,-1.2820512820512775
2026-05-07,002853.XSHE,27.88,29.52,30.49,30.49,1.55,0.5772005772005873,0,29.65,0.4403794037940445
2026-05-07,600158.XSHG,12.45,13.27,13.57,13.57,24.32,0.8914100486223653,0,13.43,1.2057272042200529
2026-05-07,002042.XSHE,5.13,5.39,5.6,5.6,9.09,0.7858546168958647,0,5.36,-0.5565862708719727
2026-05-07,002693.XSHE,8.7,9.12,9.15,9.15,1.66,-0.11481056257177658,0,9.13,0.10964912280704286
2026-05-07,300720.XSHE,61.51,69.89,75.56,75.56,16.8,-2.318564395744005,0,62.95,-9.929889826870797
2026-05-07,000060.XSHE,7.71,8.08,8.17,8.17,56.98,3.7685060565275874,1,7.81,-3.3415841584158446
2026-05-07,603281.XSHG,34.71,37.4,38.18,38.18,4.22,0.0,0,36.99,-1.0962566844919697
2026-05-07,603289.XSHG,11.2,11.48,12.14,12.14,3.95,1.5412511332728807,0,11.53,0.435540069686402
2026-05-07,600105.XSHG,44.72,47.52,48.05,48.05,104.39,2.3809523809523725,0,46.09,-3.009259259259256
2026-05-07,002866.XSHE,25.33,26.67,27.83,27.83,12.29,0.11857707509881354,0,27.78,4.161979752530942
2026-05-07,002613.XSHE,4.09,4.37,4.49,4.49,9.09,0.2450980392156854,0,4.36,-0.22883295194507935
2026-05-07,600119.XSHG,5.92,6.17,6.21,6.21,0.66,0.16920473773265332,0,6.15,-0.32414910858994395
2026-05-07,600961.XSHG,28.2,29.46,30.26,30.26,34.66,2.5081788440566966,0,28.88,-1.9687712152070658
2026-05-07,300161.XSHE,34.39,39.14,40.6,40.6,12.03,1.6553355010345827,0,39.28,0.35769034236075026
2026-05-07,300165.XSHE,7.52,8.62,9.11,9.11,10.39,-0.9222661396574461,0,8.38,-2.7842227378190088
2026-05-07,002281.XSHE,152.7,164.29,165.9,165.9,112.85,1.2465190293064587,0,160.0,-2.6112362286201174
2026-05-07,002796.XSHE,54.26,58.17,59.49,59.49,15.75,0.3328402366863825,0,56.57,-2.750558707237405
2026-05-07,002356.XSHE,3.35,3.47,3.66,3.66,3.51,0.6006006006006093,0,3.43,-1.1527377521613813
2026-05-07,600433.XSHG,4.8,5.14,5.28,5.28,12.61,0.0,0,5.0,-2.7237354085603016
2026-05-07,002432.XSHE,72.28,76.8,78.22,78.22,34.17,1.645338208409508,0,75.14,-2.1614583333333326
2026-05-07,688379.XSHG,65.0,75.15,76.7,76.7,8.49,1.68961201501876,0,74.0,-1.5302727877578248
2026-05-07,603399.XSHG,23.35,22.58,23.46,23.46,37.31,9.470229723394286,1,22.97,1.727192205491579
2026-05-07,002789.XSHE,12.84,13.38,13.47,13.47,0.59,0.0779423226812126,0,13.14,-1.7937219730941756
2026-05-07,600379.XSHG,20.26,17.81,20.26,20.26,20.42,10.048886474742002,1,17.56,-1.403705783267828
2026-05-07,600753.XSHG,14.06,13.71,14.37,14.37,1.36,2.7027027027027195,1,13.93,1.6046681254558548
2026-05-07,002787.XSHE,22.0,23.03,23.47,23.47,9.27,3.0927835051546504,1,23.04,0.04342162396873128
2026-05-07,002445.XSHE,3.71,3.9,4.08,4.08,10.67,0.0,0,3.94,1.025641025641022
2026-05-07,000727.XSHE,2.75,2.9,3.01,3.01,11.26,0.36496350364962904,0,2.89,-0.34482758620688614
2026-05-07,002865.XSHE,82.86,87.75,90.06,90.06,24.24,1.2092341517039085,0,89.89,2.438746438746442
2026-05-07,002634.XSHE,5.86,5.32,5.86,5.86,2.6,5.017921146953408,1,5.15,-3.195488721804507
2026-05-08,002883.XSHE,9.25,9.54,9.61,9.61,1.12,1.0928961748633892,0,9.51,-0.3144654088050203
2026-05-08,603608.XSHG,12.64,13.68,14.05,14.05,3.84,-1.0180109631949819,0,14.14,3.3625730994152114
2026-05-08,000697.XSHE,11.77,12.58,12.94,12.94,6.73,0.08503401360544505,1,12.37,-1.6693163751987372
2026-05-08,002214.XSHE,18.37,19.16,19.23,19.23,1.69,0.3276897870016615,0,19.16,0.0
2026-05-08,603598.XSHG,26.41,24.9,26.42,26.42,17.84,9.950041631973349,1,24.9,0.0
2026-05-08,300736.XSHE,29.88,33.47,34.62,34.62,8.65,3.570190641247817,0,36.06,7.738273080370495
2026-05-08,000838.XSHE,1.89,1.92,1.97,1.97,1.24,0.5319148936170137,0,1.9,-1.041666666666663
2026-05-08,688096.XSHG,8.5,9.66,10.18,10.18,4.02,0.2358490566037652,0,9.78,1.2422360248447228
2026-05-08,000632.XSHE,3.45,3.63,3.7,3.7,2.6,-1.9886363636363535,0,3.7,1.9283746556473913
2026-05-08,600152.XSHG,14.98,15.41,16.62,16.62,23.85,-0.8603573792190566,0,15.34,-0.4542504866969499
2026-05-08,002175.XSHE,2.36,2.52,2.6,2.6,4.92,-4.838709677419361,0,2.5,-0.7936507936507908
2026-05-08,002694.XSHE,2.84,2.96,2.99,2.99,0.58,-0.35087719298246833,0,3.01,1.6891891891891886
2026-05-08,000609.XSHE,16.7,16.32,16.7,16.7,6.93,5.031446540880502,1,16.48,0.9803921568627416
2026-05-08,000595.XSHE,6.66,6.84,6.98,6.98,1.51,0.15037593984961184,0,6.82,-0.29239766081871066
2026-05-08,603007.XSHG,6.28,6.58,6.88,6.88,5.9,0.48000000000001375,0,6.6,0.3039513677811412
2026-05-08,000546.XSHE,7.64,7.83,8.27,8.27,12.55,1.5957446808510634,0,7.82,-0.12771392081736277
2026-05-08,601512.XSHG,11.41,10.64,11.41,11.41,4.44,10.028929604628756,0,10.49,-1.4097744360902276
2026-05-08,002816.XSHE,24.0,24.8,25.04,25.04,1.3,0.6289308176100628,1,24.9,0.40322580645160144
2026-05-08,600396.XSHG,12.38,12.44,13.2,13.2,44.71,3.166666666666673,1,12.67,1.8488745980707488
2026-05-08,603010.XSHG,13.82,14.99,15.2,15.2,4.85,0.0,0,14.99,0.0
2026-05-08,603017.XSHG,15.68,16.47,17.56,17.56,8.86,-1.7543859649122862,0,16.39,-0.4857316332726014
2026-05-08,002856.XSHE,14.18,14.08,14.44,14.44,2.35,3.127272727272734,0,14.37,2.059659090909083
2026-05-08,605598.XSHG,54.08,58.57,59.51,59.51,10.16,-0.03696857670980602,1,59.87,2.2195663308861135
2026-05-08,300840.XSHE,23.01,24.51,26.23,26.23,13.56,5.260750228728273,0,23.99,-2.121583027335794
2026-05-08,002542.XSHE,1.81,1.88,1.91,1.91,1.96,-0.5494505494505475,0,1.87,-0.5319148936170137
2026-05-08,688655.XSHG,48.82,53.34,55.8,55.8,13.62,4.989247311827949,0,52.9,-0.8248968878890262
2026-05-08,000791.XSHE,8.43,8.96,9.32,9.32,13.87,-0.5896226415094463,0,9.2,2.678571428571419
2026-05-08,600243.XSHG,4.46,4.44,4.59,4.59,0.98,2.0594965675057253,1,4.53,2.0270270270270174
2026-05-08,600889.XSHG,15.18,15.87,15.99,15.99,1.08,-0.32829940906107247,0,15.76,-0.6931316950220534
2026-05-08,000711.XSHE,5.7,5.67,5.7,5.7,10.26,4.972375690607733,1,5.74,1.2345679012345734
2026-05-08,600107.XSHG,6.96,6.8,6.96,6.96,1.41,4.977375565610864,1,6.86,0.8823529411764675
2026-05-08,000889.XSHE,5.66,5.41,5.89,5.89,15.68,5.794392523364489,1,5.46,0.9242144177449063
